order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,order_id,product_id,unit_price,quantity,discount,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at
10393,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,10393,31,10,32,0,2025-01-31 21:07:00.074979,2025-01-31 21:07:00.952808,2025-01-31 21:07:00.858192,,1738357620953,,1738357620645
10394,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,10394,13,4.8,10,0,2025-01-31 21:07:00.075042,2025-01-31 21:07:00.953003,2025-01-31 21:07:00.858192,,1738357620953,,1738357620645
10394,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,10394,62,39.4,10,0,2025-01-31 21:07:00.07513,2025-01-31 21:07:00.953203,2025-01-31 21:07:00.858192,,1738357620953,,1738357620645
10395,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,10395,46,9.6,28,0.1,2025-01-31 21:07:00.075202,2025-01-31 21:07:00.9534,2025-01-31 21:07:00.858192,,1738357620953,,1738357620645
10395,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,10395,53,26.2,70,0.1,2025-01-31 21:07:00.075264,2025-01-31 21:07:00.953625,2025-01-31 21:07:00.858192,,1738357620954,,1738357620645
10395,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,10395,69,28.8,8,0,2025-01-31 21:07:00.075328,2025-01-31 21:07:00.953865,2025-01-31 21:07:00.858192,,1738357620954,,1738357620645
10396,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,10396,23,7.2,40,0,2025-01-31 21:07:00.075419,2025-01-31 21:07:00.954092,2025-01-31 21:07:00.858192,,1738357620954,,1738357620645
10396,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,10396,71,17.2,60,0,2025-01-31 21:07:00.075483,2025-01-31 21:07:00.954289,2025-01-31 21:07:00.858192,,1738357620954,,1738357620645
10396,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,10396,72,27.8,21,0,2025-01-31 21:07:00.075565,2025-01-31 21:07:00.954492,2025-01-31 21:07:00.858192,,1738357620955,,1738357620645
10397,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,10397,21,8,10,0.15,2025-01-31 21:07:00.075672,2025-01-31 21:07:00.954688,2025-01-31 21:07:00.858192,,1738357620955,,1738357620645
10397,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,10397,51,42.4,18,0.15,2025-01-31 21:07:00.075754,2025-01-31 21:07:00.954932,2025-01-31 21:07:00.858192,,1738357620955,,1738357620645
10398,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,10398,35,14.4,30,0,2025-01-31 21:07:00.075818,2025-01-31 21:07:00.95522,2025-01-31 21:07:00.858192,,1738357620955,,1738357620645
10398,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,10398,55,19.2,120,0.1,2025-01-31 21:07:00.075882,2025-01-31 21:07:00.955427,2025-01-31 21:07:00.858192,,1738357620955,,1738357620645
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,10399,68,10,60,0,2025-01-31 21:07:00.075969,2025-01-31 21:07:00.955632,2025-01-31 21:07:00.858192,,1738357620956,,1738357620645
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,10399,71,17.2,30,0,2025-01-31 21:07:00.076195,2025-01-31 21:07:00.955862,2025-01-31 21:07:00.858192,,1738357620956,,1738357620645
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,10399,76,14.4,35,0,2025-01-31 21:07:00.076516,2025-01-31 21:07:00.956053,2025-01-31 21:07:00.858192,,1738357620956,,1738357620645
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,10399,77,10.4,14,0,2025-01-31 21:07:00.076826,2025-01-31 21:07:00.956249,2025-01-31 21:07:00.858192,,1738357620956,,1738357620645
10400,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,10400,29,99,21,0,2025-01-31 21:07:00.077076,2025-01-31 21:07:00.95648,2025-01-31 21:07:00.858192,,1738357620956,,1738357620645
10400,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,10400,35,14.4,35,0,2025-01-31 21:07:00.077243,2025-01-31 21:07:00.956737,2025-01-31 21:07:00.858192,,1738357620957,,1738357620645
10400,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,10400,49,16,30,0,2025-01-31 21:07:00.077361,2025-01-31 21:07:00.957041,2025-01-31 21:07:00.858192,,1738357620957,,1738357620645
10401,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10401,30,20.7,18,0,2025-01-31 21:07:00.077462,2025-01-31 21:07:00.957241,2025-01-31 21:07:00.858192,,1738357620957,,1738357620645
10401,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10401,56,30.4,70,0,2025-01-31 21:07:00.077596,2025-01-31 21:07:00.957462,2025-01-31 21:07:00.858192,,1738357620957,,1738357620645
10401,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10401,65,16.8,20,0,2025-01-31 21:07:00.077701,2025-01-31 21:07:00.957786,2025-01-31 21:07:00.858192,,1738357620958,,1738357620645
10401,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10401,71,17.2,60,0,2025-01-31 21:07:00.077801,2025-01-31 21:07:00.958009,2025-01-31 21:07:00.858192,,1738357620958,,1738357620645
10402,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10402,23,7.2,60,0,2025-01-31 21:07:00.077941,2025-01-31 21:07:00.958217,2025-01-31 21:07:00.858192,,1738357620958,,1738357620645
10402,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10402,63,35.1,65,0,2025-01-31 21:07:00.07807,2025-01-31 21:07:00.958413,2025-01-31 21:07:00.858192,,1738357620958,,1738357620645
10403,ERNSH,4,1997-01-03,1997-01-31,1997-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10403,16,13.9,21,0.15,2025-01-31 21:07:00.078182,2025-01-31 21:07:00.958606,2025-01-31 21:07:00.858192,,1738357620959,,1738357620645
10403,ERNSH,4,1997-01-03,1997-01-31,1997-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10403,48,10.2,70,0.15,2025-01-31 21:07:00.078302,2025-01-31 21:07:00.958849,2025-01-31 21:07:00.858192,,1738357620959,,1738357620645
10404,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,10404,26,24.9,30,0.05,2025-01-31 21:07:00.078418,2025-01-31 21:07:00.959534,2025-01-31 21:07:00.858192,,1738357620960,,1738357620645
10404,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,10404,42,11.2,40,0.05,2025-01-31 21:07:00.078534,2025-01-31 21:07:00.959891,2025-01-31 21:07:00.858192,,1738357620960,,1738357620645
10404,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,10404,49,16,30,0.05,2025-01-31 21:07:00.078643,2025-01-31 21:07:00.960096,2025-01-31 21:07:00.858192,,1738357620960,,1738357620645
10405,LINOD,1,1997-01-06,1997-02-03,1997-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,10405,3,8,50,0,2025-01-31 21:07:00.078754,2025-01-31 21:07:00.960429,2025-01-31 21:07:00.858192,,1738357620960,,1738357620645
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,10406,1,14.4,10,0,2025-01-31 21:07:00.078863,2025-01-31 21:07:00.960655,2025-01-31 21:07:00.858192,,1738357620961,,1738357620645
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,10406,21,8,30,0.1,2025-01-31 21:07:00.078974,2025-01-31 21:07:00.960928,2025-01-31 21:07:00.858192,,1738357620961,,1738357620645
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,10406,28,36.4,42,0.1,2025-01-31 21:07:00.079098,2025-01-31 21:07:00.961147,2025-01-31 21:07:00.858192,,1738357620961,,1738357620645
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,10406,36,15.2,5,0.1,2025-01-31 21:07:00.079209,2025-01-31 21:07:00.961353,2025-01-31 21:07:00.858192,,1738357620961,,1738357620645
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,10406,40,14.7,2,0.1,2025-01-31 21:07:00.079319,2025-01-31 21:07:00.961551,2025-01-31 21:07:00.858192,,1738357620962,,1738357620645
10407,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10407,11,16.8,30,0,2025-01-31 21:07:00.079429,2025-01-31 21:07:00.961755,2025-01-31 21:07:00.858192,,1738357620962,,1738357620645
10407,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10407,69,28.8,15,0,2025-01-31 21:07:00.079538,2025-01-31 21:07:00.961973,2025-01-31 21:07:00.858192,,1738357620962,,1738357620645
10407,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10407,71,17.2,15,0,2025-01-31 21:07:00.079686,2025-01-31 21:07:00.962179,2025-01-31 21:07:00.858192,,1738357620962,,1738357620645
10408,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,10408,37,20.8,10,0,2025-01-31 21:07:00.079841,2025-01-31 21:07:00.962382,2025-01-31 21:07:00.858192,,1738357620962,,1738357620645
10408,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,10408,54,5.9,6,0,2025-01-31 21:07:00.079984,2025-01-31 21:07:00.962579,2025-01-31 21:07:00.858192,,1738357620963,,1738357620645
10408,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,10408,62,39.4,35,0,2025-01-31 21:07:00.080137,2025-01-31 21:07:00.962775,2025-01-31 21:07:00.858192,,1738357620963,,1738357620645
10409,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,10409,14,18.6,12,0,2025-01-31 21:07:00.080267,2025-01-31 21:07:00.962969,2025-01-31 21:07:00.858192,,1738357620963,,1738357620645
10409,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,10409,21,8,12,0,2025-01-31 21:07:00.080375,2025-01-31 21:07:00.963162,2025-01-31 21:07:00.858192,,1738357620963,,1738357620645
10410,BOTTM,3,1997-01-10,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10410,33,2,49,0,2025-01-31 21:07:00.080492,2025-01-31 21:07:00.963409,2025-01-31 21:07:00.858192,,1738357620963,,1738357620645
10410,BOTTM,3,1997-01-10,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10410,59,44,16,0,2025-01-31 21:07:00.080679,2025-01-31 21:07:00.963617,2025-01-31 21:07:00.858192,,1738357620964,,1738357620645
10411,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10411,41,7.7,25,0.2,2025-01-31 21:07:00.080793,2025-01-31 21:07:00.964017,2025-01-31 21:07:00.858192,,1738357620964,,1738357620645
10411,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10411,44,15.5,40,0.2,2025-01-31 21:07:00.080894,2025-01-31 21:07:00.964419,2025-01-31 21:07:00.858192,,1738357620964,,1738357620645
10411,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10411,59,44,9,0.2,2025-01-31 21:07:00.080987,2025-01-31 21:07:00.96471,2025-01-31 21:07:00.858192,,1738357620965,,1738357620645
10412,WARTH,8,1997-01-13,1997-02-10,1997-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10412,14,18.6,20,0.1,2025-01-31 21:07:00.081181,2025-01-31 21:07:00.964987,2025-01-31 21:07:00.858192,,1738357620965,,1738357620645
10413,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,10413,1,14.4,24,0,2025-01-31 21:07:00.081293,2025-01-31 21:07:00.96539,2025-01-31 21:07:00.858192,,1738357620965,,1738357620645
10413,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,10413,62,39.4,40,0,2025-01-31 21:07:00.081387,2025-01-31 21:07:00.965792,2025-01-31 21:07:00.858192,,1738357620966,,1738357620645
10413,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,10413,76,14.4,14,0,2025-01-31 21:07:00.081478,2025-01-31 21:07:00.966048,2025-01-31 21:07:00.858192,,1738357620966,,1738357620645
10414,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,10414,19,7.3,18,0.05,2025-01-31 21:07:00.081568,2025-01-31 21:07:00.966279,2025-01-31 21:07:00.858192,,1738357620966,,1738357620645
10414,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,10414,33,2,50,0,2025-01-31 21:07:00.081694,2025-01-31 21:07:00.966484,2025-01-31 21:07:00.858192,,1738357620966,,1738357620645
10415,HUNGC,3,1997-01-15,1997-02-12,1997-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,10415,17,31.2,2,0,2025-01-31 21:07:00.08179,2025-01-31 21:07:00.966685,2025-01-31 21:07:00.858192,,1738357620967,,1738357620645
10415,HUNGC,3,1997-01-15,1997-02-12,1997-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,10415,33,2,20,0,2025-01-31 21:07:00.081895,2025-01-31 21:07:00.966967,2025-01-31 21:07:00.858192,,1738357620967,,1738357620645
10416,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10416,19,7.3,20,0,2025-01-31 21:07:00.081991,2025-01-31 21:07:00.967202,2025-01-31 21:07:00.858192,,1738357620967,,1738357620645
10416,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10416,53,26.2,10,0,2025-01-31 21:07:00.082099,2025-01-31 21:07:00.967429,2025-01-31 21:07:00.858192,,1738357620967,,1738357620645
10416,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10416,57,15.6,20,0,2025-01-31 21:07:00.082194,2025-01-31 21:07:00.967775,2025-01-31 21:07:00.858192,,1738357620968,,1738357620645
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10417,38,210.8,50,0,2025-01-31 21:07:00.082283,2025-01-31 21:07:00.967984,2025-01-31 21:07:00.858192,,1738357620968,,1738357620645
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10417,46,9.6,2,0.25,2025-01-31 21:07:00.082385,2025-01-31 21:07:00.968177,2025-01-31 21:07:00.858192,,1738357620968,,1738357620645
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10417,68,10,36,0.25,2025-01-31 21:07:00.082477,2025-01-31 21:07:00.968371,2025-01-31 21:07:00.858192,,1738357620968,,1738357620645
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10417,77,10.4,35,0,2025-01-31 21:07:00.082578,2025-01-31 21:07:00.968653,2025-01-31 21:07:00.858192,,1738357620969,,1738357620645
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10418,2,15.2,60,0,2025-01-31 21:07:00.08274,2025-01-31 21:07:00.968874,2025-01-31 21:07:00.858192,,1738357620969,,1738357620645
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10418,47,7.6,55,0,2025-01-31 21:07:00.082861,2025-01-31 21:07:00.969082,2025-01-31 21:07:00.858192,,1738357620969,,1738357620645
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10418,61,22.8,16,0,2025-01-31 21:07:00.08298,2025-01-31 21:07:00.969317,2025-01-31 21:07:00.858192,,1738357620969,,1738357620645
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10418,74,8,15,0,2025-01-31 21:07:00.083088,2025-01-31 21:07:00.969578,2025-01-31 21:07:00.858192,,1738357620970,,1738357620645
10419,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,10419,60,27.2,60,0.05,2025-01-31 21:07:00.083216,2025-01-31 21:07:00.969792,2025-01-31 21:07:00.858192,,1738357620970,,1738357620645
10419,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,10419,69,28.8,20,0.05,2025-01-31 21:07:00.08334,2025-01-31 21:07:00.969991,2025-01-31 21:07:00.858192,,1738357620970,,1738357620645
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10420,13,4.8,2,0.1,2025-01-31 21:07:00.083575,2025-01-31 21:07:00.970403,2025-01-31 21:07:00.858192,,1738357620970,,1738357620645
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10420,70,12,8,0.1,2025-01-31 21:07:00.08373,2025-01-31 21:07:00.971009,2025-01-31 21:07:00.858192,,1738357620971,,1738357620645
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10420,73,12,20,0.1,2025-01-31 21:07:00.083867,2025-01-31 21:07:00.971386,2025-01-31 21:07:00.858192,,1738357620971,,1738357620645
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10420,9,77.6,20,0.1,2025-01-31 21:07:00.083455,2025-01-31 21:07:00.970187,2025-01-31 21:07:00.858192,,1738357620970,,1738357620645
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,10421,19,7.3,4,0.15,2025-01-31 21:07:00.084009,2025-01-31 21:07:00.971626,2025-01-31 21:07:00.858192,,1738357620972,,1738357620645
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,10421,26,24.9,30,0,2025-01-31 21:07:00.08417,2025-01-31 21:07:00.971837,2025-01-31 21:07:00.858192,,1738357620972,,1738357620645
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,10421,53,26.2,15,0.15,2025-01-31 21:07:00.084334,2025-01-31 21:07:00.972071,2025-01-31 21:07:00.858192,,1738357620972,,1738357620645
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,10421,77,10.4,10,0.15,2025-01-31 21:07:00.084451,2025-01-31 21:07:00.972283,2025-01-31 21:07:00.858192,,1738357620972,,1738357620645
10422,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,10422,26,24.9,2,0,2025-01-31 21:07:00.084555,2025-01-31 21:07:00.972489,2025-01-31 21:07:00.858192,,1738357620972,,1738357620645
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,10423,31,10,14,0,2025-01-31 21:07:00.084662,2025-01-31 21:07:00.972689,2025-01-31 21:07:00.858192,,1738357620973,,1738357620645
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,10423,59,44,20,0,2025-01-31 21:07:00.084786,2025-01-31 21:07:00.97289,2025-01-31 21:07:00.858192,,1738357620973,,1738357620645
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,10424,35,14.4,60,0.2,2025-01-31 21:07:00.084919,2025-01-31 21:07:00.973111,2025-01-31 21:07:00.858192,,1738357620973,,1738357620645
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,10424,38,210.8,49,0.2,2025-01-31 21:07:00.085065,2025-01-31 21:07:00.97338,2025-01-31 21:07:00.858192,,1738357620973,,1738357620645
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,10424,68,10,30,0.2,2025-01-31 21:07:00.085189,2025-01-31 21:07:00.973593,2025-01-31 21:07:00.858192,,1738357620974,,1738357620645
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,10425,55,19.2,10,0.25,2025-01-31 21:07:00.085308,2025-01-31 21:07:00.973836,2025-01-31 21:07:00.858192,,1738357620974,,1738357620645
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,10425,76,14.4,20,0.25,2025-01-31 21:07:00.085421,2025-01-31 21:07:00.974061,2025-01-31 21:07:00.858192,,1738357620974,,1738357620645
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,10426,56,30.4,5,0,2025-01-31 21:07:00.085527,2025-01-31 21:07:00.974261,2025-01-31 21:07:00.858192,,1738357620974,,1738357620645
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,10426,64,26.6,7,0,2025-01-31 21:07:00.085629,2025-01-31 21:07:00.974456,2025-01-31 21:07:00.858192,,1738357620974,,1738357620645
10427,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,10427,14,18.6,35,0,2025-01-31 21:07:00.085724,2025-01-31 21:07:00.974652,2025-01-31 21:07:00.858192,,1738357620975,,1738357620645
10428,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,10428,46,9.6,20,0,2025-01-31 21:07:00.085817,2025-01-31 21:07:00.974851,2025-01-31 21:07:00.858192,,1738357620975,,1738357620645
